Frequency,Number,Vocabulary,Translation
4491,20.57,纸,Paper
4492,20.57,干扰,interference
4493,20.57,东欧,Eastern Europe
4494,20.56,睦邻友好,Good-neighborly friendly
4495,20.55,担负,Bear
4496,20.55,繁殖,Reproduction
4497,20.55,施行,Execute
4498,20.53,观光,go sightseeing
4499,20.52,区内,District
4500,20.52,此事,This matter
4501,20.51,自然灾害,natural disaster
4502,20.51,劳动者,Worker
4503,20.49,40万,400000
4504,20.48,上半时,First half
4505,20.48,上海队,Shanghai team
4506,20.48,议定书,Protocol
4507,20.46,测,Measurement
4508,20.45,生涯,career
4509,20.45,也许,Maybe
4510,20.43,歌舞,Song and dance
4511,20.42,世锦赛,World Championship
4512,20.41,联网,networking
4513,20.41,联络,contact
4514,20.39,电视机,TV set
4515,20.39,眼睛,Eye
4516,20.39,新近,newly
4517,20.39,查出,find out
4518,20.38,外债,external debt
4519,20.38,卫生部,Ministry
4520,20.38,增添,Add
4521,20.37,服用,Take
4522,20.37,打下,Put down
4523,20.37,指控,Accusation
4524,20.37,春耕,Plowing
4525,20.37,受益,Benefit
4526,20.36,大米,Rice
4527,20.36,便利,convenient
4528,20.35,色彩,color
4529,20.35,占用,Take up
4530,20.34,检,Check
4531,20.34,扎实,solid
4532,20.34,灾,disaster
4533,20.34,市内,City
4534,20.33,图书馆,library
4535,20.31,石家庄,Shijiazhuang
4536,20.31,沉重,heavy
4537,20.31,交接,Handover
4538,20.31,推,push
4539,20.3,汉城,Seoul
4540,20.3,书面,written
4541,20.3,实,Reality
4542,20.26,劳工,labor
4543,20.24,实习生,intern
4544,20.24,稿,draft
4545,20.23,之内,within
4546,20.23,遗产,heritage
4547,20.23,贫困县,Poor counties
4548,20.23,未经,Unreasonable
4549,20.22,港澳,Hong Kong and Macao
4550,20.22,中小学生,Schoolchildren
4551,20.21,安定,stable
4552,20.21,丽,Korea
4553,20.2,瓜,melon
4554,20.2,一开始,Start
4555,20.2,挂钩,hook up
4556,20.2,罪犯,criminal
4557,20.17,擅自,unauthorized
4558,20.17,等待,wait
4559,20.17,冠,crown
4560,20.16,进军,Advance
4561,20.15,下属,subordinate
4562,20.15,戴,Wear
4563,20.14,题词,inscription
4564,20.13,沙特阿拉伯,Saudi Arabia
4565,20.12,射,shoot
4566,20.12,名叫,Call
4567,20.11,游人,Tourist
4568,20.1,隆,Long
4569,20.09,岗,Post
4570,20.08,李铁映,Li Tie Ying
4571,20.07,永,forever
4572,20.05,武装力量,Armed forces
4573,20.04,瑞典队,Swedish team
4574,20.03,高中,high school
4575,20.03,应对,response
4576,20.03,劲旅,Strong brigade
4577,20.02,台资,Taiwan-funded
4578,20.02,一季度,First quarter
4579,20.01,照,According to
4580,20.01,数额,Amount
4581,20.01,奉行,pursue
4582,20.01,测量,Measurement
4583,19.99,前所未有,Unprecedented
4584,19.98,粮油,Grain oil
4585,19.97,国企,State-owned enterprises
4586,19.97,啊,what
4587,19.97,真诚,sincere
4588,19.96,剂,Agent
4589,19.96,水产,Aquatic product
4590,19.96,却是,but it is
4591,19.96,洞,Hole
4592,19.95,复,complex
4593,19.95,层层,Layer layer
4594,19.92,开罗,Cairo
4595,19.92,氏,Cash
4596,19.92,高档,High-grade
4597,19.91,遵循,follow
4598,19.91,文化部,Department of Culture
4599,19.9,此举,This
4600,19.9,武力,force
4601,19.89,着力,Focus
4602,19.86,坦桑尼亚,Tanzania
4603,19.86,程,Procedure
4604,19.86,自从,since
4605,19.85,分析家,Analyst
4606,19.84,当日,On the same day
4607,19.84,买卖,Buy and sell
4608,19.84,阳光,Sunlight
4609,19.84,堡,Fort
4610,19.84,凭借,Depend
4611,19.83,到处,everywhere
4612,19.83,高山,Alpine
4613,19.82,倾斜,tilt
4614,19.82,温室,greenhouse
4615,19.82,每周,weekly
4616,19.81,极其,extremely
4617,19.81,缴获,Seize
4618,19.8,坦,Tam
4619,19.8,首府,Capital
4620,19.8,信誉,Reputation
4621,19.8,外向型,Exterior
4622,19.79,琼斯,Jones
4623,19.79,颁奖,Awards
4624,19.79,电台,Radio station
4625,19.79,综合性,Comprehensive
4626,19.79,色,color
4627,19.78,变为,Become
4628,19.78,协,Congregation
4629,19.77,互,mutual
4630,19.77,不幸,Unlucky
4631,19.76,网球赛,Tennis
4632,19.75,总值,Gross value
4633,19.75,电站,Power station
4634,19.75,等级,grade
4635,19.74,走访,Visit
4636,19.73,星期,Week
4637,19.72,总参谋长,chief of staff
4638,19.72,动荡,turmoil
4639,19.72,各队,Various teams
4640,19.72,彩色,color
4641,19.7,塘,pond
4642,19.7,监控,monitor
4643,19.69,放心,rest assured
4644,19.69,比如,for example
4645,19.69,所在地,location
4646,19.69,天下,World
4647,19.69,尝试,try
4648,19.68,调研,Investigate
4649,19.68,尼泊尔,Nepal
4650,19.68,工作组,work group
4651,19.68,回落,Fall back
4652,19.67,十六,sixteen
4653,19.67,体力,physical strength
4654,19.66,迄今为止,So far
4655,19.64,超出,Exceed
4656,19.64,筹措,Raise
4657,19.64,扣,buckle
4658,19.64,空前,Unprecedented
4659,19.63,责任感,Sense of responsibility
4660,19.63,九运会,Jiu Games
4661,19.62,见面,Meet
4662,19.62,只好,Only
4663,19.62,划分,Divide
4664,19.62,入手,Start
4665,19.61,财力,financial resources
4666,19.6,烟草,tobacco
4667,19.59,赶来,Come on
4668,19.59,湾,Bay
4669,19.59,打入,Get in
4670,19.58,省内,Province
4671,19.57,商贸,Commerce
4672,19.56,信念,belief
4673,19.54,年年,Year
4674,19.54,左,Left
4675,19.54,人人,Everyone
4676,19.53,共产党,Communist Party
4677,19.52,预定,Reserve
4678,19.52,光辉,Glorious
4679,19.51,信中,Letter
4680,19.51,视,See
4681,19.5,彼此,each other
4682,19.5,本周,This week
4683,19.5,太原,Taiyuan
4684,19.48,十三,Thirteen
4685,19.48,修订,Revise
4686,19.48,血液,blood
4687,19.48,言,Word
4688,19.48,沿岸,Coastal
4689,19.47,途中,en route
4690,19.47,输出,Output
4691,19.46,崇高,Lofty
4692,19.45,好事,Good thing
4693,19.45,不用,No need to
4694,19.45,邮票,stamp
4695,19.44,艾,Ai
4696,19.44,展览会,exhibition
4697,19.43,办案,Handle the case
4698,19.43,棵,Tree
4699,19.43,卢,Lu
4700,19.43,贬值,Depreciate
4701,19.43,齐全,complete
4702,19.42,定居点,Settlement point
4703,19.42,人大代表,People's Congress representative
4704,19.41,并列,Concatenation
4705,19.39,一手,One hand
4706,19.39,北京队,Beijing team
4707,19.38,建设性,Constructive
4708,19.37,洪涝,Flood
4709,19.37,检疫,quarantine
4710,19.37,报告会,report meeting
4711,19.37,领袖,leader
4712,19.36,中药,traditional Chinese medicine
4713,19.36,糖,sugar
4714,19.36,收缴,Collect
4715,19.35,师生,Teachers and students
4716,19.33,良性,benign
4717,19.33,国土,land
4718,19.33,部长级,Ministerial level
4719,19.33,改建,Reconstruction
4720,19.32,铝,aluminum
4721,19.32,人民法院,People's court
4722,19.31,茶叶,tea
4723,19.31,清华大学,Tsinghua University
4724,19.3,崭新,New
4725,19.3,饮食,diet
4726,19.3,外出,Go out
4727,19.28,风光,Scenery
4728,19.28,参考,refer to
4729,19.27,罗马,Rome
4730,19.27,限度,limit
4731,19.27,烈士,martyr
4732,19.26,出租车,taxi
4733,19.26,戏,play
4734,19.26,风采,Style
4735,19.26,速滑,Speed ​​slippery
4736,19.24,人群,crowd
4737,19.24,独资,Wholner
4738,19.21,上去,Go up
4739,19.21,资,Capital
4740,19.21,合肥,Hefei
4741,19.2,体育活动,Sports activities
4742,19.2,高等教育,Higher education
4743,19.2,询问,ask
4744,19.19,跻身,Among
4745,19.19,实在,really
4746,19.17,河流,river
4747,19.17,信用,CEDIT
4748,19.16,赞比亚,Zambia
4749,19.16,选出,Choose
4750,19.16,充实,Enrich
4751,19.16,港人,Hong Kong people
4752,19.15,菜篮子,food basket
4753,19.15,畜,livestock
4754,19.14,古巴队,Cuban team
4755,19.14,热线,hotline
4756,19.14,大众,public
4757,19.14,电网,Grid
4758,19.13,凭,Depend
4759,19.13,自动化,automation
4760,19.13,康复,Rehabilitation
4761,19.12,传输,transmission
4762,19.12,原定,Original
4763,19.11,增长点,growth point
4764,19.11,谢军,Xie Jun
4765,19.1,提醒,remind
4766,19.1,国务,State affairs
4767,19.09,丁,Ding
4768,19.08,一带,Belt
4769,19.08,免疫,immunity
4770,19.08,航,Air
4771,19.08,消耗,Consumption
4772,19.06,混合,mix
4773,19.05,管道,pipeline
4774,19.04,民工,Migrant workers
4775,19.04,输送,delivery
4776,19.03,下半时,In the second half
4777,19.03,实地,Field
4778,19.02,引,lead
4779,19.02,书籍,books
4780,19,衷心,heartfelt
4781,19,审核,Review
4782,18.99,拉夫,Laf
4783,18.99,离退休,Retirement
4784,18.99,用来,Use
4785,18.99,风貌,Style
4786,18.98,阳,Positive
4787,18.98,铺,shop
4788,18.97,忘,forget
4789,18.96,现年,Present
4790,18.96,感动,move
4791,18.95,局部,Part
4792,18.93,考虑到,considering
4793,18.93,经济学家,economist
4794,18.93,退耕,Retreat
4795,18.93,敢,dare
4796,18.92,联合会,Federation
4797,18.92,序幕,prelude
4798,18.92,巴塞罗那,Barcelona
4799,18.92,轻工,Light industry
4800,18.91,心脏,heart
4801,18.91,脱离,Disengage
4802,18.9,集训,Training
4803,18.9,信息化,Informatization
4804,18.9,脑,brain
4805,18.89,秋,Autumn
4806,18.88,直至,Until
4807,18.88,模型,Model
4808,18.87,热潮,upsurge
4809,18.87,营,camp
4810,18.86,少年儿童,Young child
4811,18.86,带有,Have
4812,18.85,有期徒刑,In prison
4813,18.85,政法,Political and law
4814,18.85,代表大会,Congress
4815,18.84,抵制,resist
4816,18.84,库存,in stock
4817,18.84,搬迁,move
4818,18.84,温州,Wenzhou
4819,18.83,宗,Sect
4820,18.83,不如,Not as good as
4821,18.83,中国代表团,Chinese delegation
4822,18.82,搭,take
4823,18.82,谋求,seek
4824,18.82,购销,Purchase and sales
4825,18.81,改制,Reform
4826,18.81,主人,Owner
4827,18.8,杀,kill
4828,18.8,县里,County
4829,18.8,响应,response
4830,18.8,会同,With
4831,18.79,独,alone
4832,18.79,伤害,harm
4833,18.79,欧洲联盟,European Union
4834,18.78,一对,Pair
4835,18.76,潮流,trend
4836,18.75,洽谈会,Negotiate
4837,18.75,安盟,Unlicen
4838,18.75,申,state
4839,18.75,结论,in conclusion
4840,18.75,石化,Petrochemical
4841,18.75,厂商,Manufacturer
4842,18.74,漂亮,Pretty
4843,18.74,口号,slogan
4844,18.73,余额,Balance
4845,18.73,踊跃,actively
4846,18.72,设想,Idea
4847,18.71,沈阳市,Shenyang city
4848,18.71,好处,benefit
4849,18.71,料,material
4850,18.71,假冒,Fake
4851,18.7,洋,foreign
4852,18.69,剩下,remain
4853,18.69,迅猛,Rapid
4854,18.69,滑冰,skate
4855,18.68,定位,position
4856,18.68,亚特兰大奥运会,Atlanta Olympics
4857,18.68,深远,Far-reaching
4858,18.68,中美洲,Central America
4859,18.68,多渠道,multi-channel
4860,18.67,贵州省,Guizhou Province
4861,18.67,接轨,Lane
4862,18.67,气体,gas
4863,18.67,华北,North China
4864,18.66,整改,Rectify
4865,18.66,激发,excitation
4866,18.66,中学生,middle School student
4867,18.65,退役,Retirement
4868,18.63,课,class
4869,18.63,5000万,50000000
4870,18.62,光缆,Cable
4871,18.62,理事会,Council
4872,18.62,热带,tropical
4873,18.61,开会,Meet
4874,18.6,丰富多彩,Colorful
4875,18.59,对付,Deal with
4876,18.59,罗斯,Rose
4877,18.58,行径,act
4878,18.58,南昌,Nanchang
4879,18.58,宪章,Charter
4880,18.57,引入,Introduce
4881,18.57,着眼,Look at
4882,18.57,水源,Water source
4883,18.57,巡逻,patrol
4884,18.57,身边,Beside
4885,18.57,声称,claim
4886,18.56,撤离,Evacuate
4887,18.56,声音,sound
4888,18.55,家人,family
4889,18.54,黑人,Black person
4890,18.54,成人,aldult
4891,18.54,实质性,substantive
4892,18.54,上门,Go on the door
4893,18.54,险,risk
4894,18.54,塔斯社,Tasm
4895,18.54,组织者,organizer
4896,18.53,彭,Peng
4897,18.52,效应,effect
4898,18.52,国际法,international law
4899,18.52,鲜明,Distinct
4900,18.5,犹太人,Jewish
4901,18.48,招商,Investment
4902,18.48,学会,learn
4903,18.48,佛,Buddha
4904,18.48,过来,come over
4905,18.48,昨晚,last night
4906,18.47,格鲁吉亚,Georgia
4907,18.47,风情,Style
4908,18.46,公款,Public fund
4909,18.46,可以说,It can be said
4910,18.46,农场,farm
4911,18.45,怕,Afraid
4912,18.45,创造性,creativity
4913,18.44,智慧,wisdom
4914,18.44,完工,Finish
4915,18.43,早晨,morning
4916,18.43,登山,Mountaineering
4917,18.43,莫桑比克,Mozambique
4918,18.43,落成,Complement
4919,18.43,打死,Kill
4920,18.42,依赖,rely
4921,18.42,巨额,Huge amount
4922,18.42,违背,Violate
4923,18.42,忘记,forget
4924,18.41,水产品,Water product
4925,18.4,贸易区,Trading zone
4926,18.4,身高,height
4927,18.4,筹资,Fundraising
4928,18.39,洪,flood
4929,18.39,遇,Encounter
4930,18.38,捐,donate
4931,18.37,体育场,stadium
4932,18.37,上扬,Rise
4933,18.36,筹建,Prepare
4934,18.35,蓝,Blue
4935,18.35,疫苗,vaccine
4936,18.34,优美,beautiful
4937,18.33,观察员,Observers
4938,18.33,赛车,Car
4939,18.32,宁波,Ningbo
4940,18.31,摔跤,Wrestle
4941,18.31,发育,development
4942,18.3,宫,palace
4943,18.3,放松,relax
4944,18.29,炸,fry
4945,18.28,配,match
4946,18.26,免,waived
4947,18.25,增值,Value-added
4948,18.23,互补,Complementary
4949,18.23,不敢,Not dare
4950,18.23,答,answer
4951,18.22,瑞,Rui
4952,18.2,怀疑,Doubt
4953,18.2,攻坚,Attack
4954,18.19,工农业,Industrial and agricultural
4955,18.19,连年,In the year
4956,18.18,农资,Agricultural
4957,18.18,厄瓜多尔,Ecuador
4958,18.17,咖啡,coffee
4959,18.17,油价,Oil price
4960,18.17,无人,unmanned
4961,18.16,打假,Fake
4962,18.15,接连,Connect
4963,18.15,突破口,Breakout
4964,18.14,抵抗,resistance
4965,18.14,骑,ride
4966,18.14,唐家璇,Tang Jiaxuan
4967,18.13,载,load
4968,18.13,袋,bag
4969,18.13,肯,Willken
4970,18.11,教科文,UNESCO
4971,18.09,联手,Join hands
4972,18.09,考,Test
4973,18.08,高手,Master
4974,18.07,救,save
4975,18.06,学历,Education
4976,18.06,进驻,Station
4977,18.06,卡尔,Carl
4978,18.05,慢,slow
4979,18.05,大棚,Greenhouse
4980,18.04,出访,Visit
4981,18.03,单独,alone
4982,18.03,黑体字,Black body
4983,18.03,职权,Authority
4984,18.03,供电,powered by
4985,18.03,经商,Businessman
4986,18.03,违规,Violation
4987,18.02,大中城市,Large school city
4988,18.01,日常,daily
4989,18,图案,pattern
4990,18,寺,Temple
4991,18,专线,Special line
4992,18,缓和,Ease
4993,17.98,提名,Nominate
4994,17.97,立案,Hold a case
4995,17.96,起诉,Sue
4996,17.96,十大,Top ten
4997,17.95,门票,Ticket
4998,17.95,中医,Chinese medicine
4999,17.94,周期,cycle
5000,17.92,并不是,Not
5001,17.92,招聘,Recruitment
5002,17.92,义务教育,compulsory education
5003,17.92,原先,original
5004,17.92,观,Watch
5005,17.92,播,broadcast
5006,17.92,入境,Entry
5007,17.91,痛苦,pain
5008,17.89,驻军,garrison
5009,17.89,拥护,support
5010,17.89,股价,share price
5011,17.86,海地,Haiti
5012,17.86,清除,Clear
5013,17.86,志,Sign
5014,17.84,守门员,goalkeeper
5015,17.84,长征,Long march
5016,17.83,功夫,effort
5017,17.83,经济界,Economic circles
5018,17.82,灯,light
5019,17.82,提取,extract
5020,17.81,普查,Census
5021,17.81,总决赛,finals
5022,17.81,一新,New
5023,17.81,隐患,Hidden danger
5024,17.81,种类,type
5025,17.8,吃饭,Have a meal
5026,17.79,妈妈,mother
5027,17.79,经济特区,Special Economic Zone
5028,17.78,盗窃,theft
5029,17.78,选票,vote
5030,17.78,芯片,chip
5031,17.77,起草,Draft
5032,17.77,荷兰队,Dutch team
5033,17.77,平台,platform
5034,17.76,生机,vitality
5035,17.76,3月,March
5036,17.76,团体赛,Group match
5037,17.76,抗灾,Disaster
5038,17.75,吴邦国,Wu Bangguo
5039,17.75,使用权,Right to use
5040,17.75,厅,hall
5041,17.73,守,Shou
5042,17.73,上万,Thousands
5043,17.71,园区,Park
5044,17.7,五大,Five major
5045,17.7,天安门,Tiananmen Square
5046,17.69,海水,seawater
5047,17.69,北京大学,Beijing University
5048,17.69,前年,Previous year
5049,17.69,懂,Understand
5050,17.69,欢乐,joy
5051,17.68,文献,literature
5052,17.68,提升,promote
5053,17.68,喝,drink
5054,17.67,外交大臣,Diplomatic minister
5055,17.67,中亚,Central Asia
5056,17.67,卢布,ruble
5057,17.67,目录,content
5058,17.66,闯,Hurt
5059,17.66,租,rent
5060,17.65,幢,Build
5061,17.64,格外,particularly
5062,17.64,支撑,support
5063,17.64,宣告,Declare
5064,17.64,情节,plot
5065,17.64,盆地,basin
5066,17.64,数学,math
5067,17.63,浪,wave
5068,17.62,投身,Give oneself
5069,17.62,抗日战争,Anti-Japanese War
5070,17.61,记载,Record
5071,17.61,成交额,Transaction
5072,17.6,特级,Special level
5073,17.59,集团公司,Group company
5074,17.59,要素,Elements
5075,17.58,新春,New Year
5076,17.58,饮水,Drinking water
5077,17.58,数万,Tens of thousands
5078,17.58,示威,Demonstration
5079,17.56,统计局,Statistics
5080,17.56,党派,partisan
5081,17.55,拟,Intent
5082,17.55,村干部,Village cadre
5083,17.55,意愿,Willingness
5084,17.55,20亿,2000000000
5085,17.55,动态,dynamic
5086,17.54,收藏,collect
5087,17.53,大熊猫,Giant panda
5088,17.52,医务,Medical
5089,17.52,坎,Hom
5090,17.51,从来,Never
5091,17.5,程控,Program-controlled
5092,17.49,过多,excessive
5093,17.49,教育部,Education department
5094,17.49,婴儿,baby
5095,17.48,说法,statement
5096,17.48,充足,adequate
5097,17.48,统治,rule
5098,17.48,当作,Be regarded as
5099,17.47,该市,City
5100,17.47,滑,slip
5101,17.47,交锋,Confrontation
5102,17.46,定点,Fixed point
5103,17.44,背,back
5104,17.44,春天,spring
5105,17.44,中介,intermediary
5106,17.44,第十一,eleventh
5107,17.43,老板,boss
5108,17.43,滑坡,landslide
5109,17.41,约束,constraint
5110,17.41,坚强,strong
5111,17.41,检察院,Procuratorate
5112,17.41,阻碍,Obstruct
5113,17.4,商定,Agree
5114,17.39,澳大利亚队,Australian team
5115,17.38,沙龙,salon
5116,17.37,非正式,Informal
5117,17.37,巴尔干,Balkans
5118,17.37,防务,defense
5119,17.37,谅解,understanding
5120,17.37,曼谷,Bangkok
5121,17.37,江主席,President Jiang
5122,17.36,桂冠,Laurel
5123,17.36,留学,Study abroad
5124,17.35,下游,Downstream
5125,17.35,拉宾,Rabin
5126,17.34,乘坐,Ride
5127,17.34,清醒,wide awake
5128,17.33,杨尚昆,Yang Shangkun
5129,17.33,果树,Fruit tree
5130,17.32,外经贸部,Foreign trade department
5131,17.32,针对性,Targeted
5132,17.32,筹委会,Preparatory committee
5133,17.32,房子,House
5134,17.3,既是,Be both
5135,17.3,以方,Party
5136,17.3,获得者,Winner
5137,17.3,印刷,print
5138,17.29,高举,hold high
5139,17.29,征求,seek
