Frequency,Number,Vocabulary,Translation,Pinyin
2069,54.23,最低,lowest,zuì
2070,54.18,注重,Pay attention,zhùzhòng
2071,54.17,奋斗,struggle,fèndòu
2072,54.17,草,Grass,cǎo
2073,54.13,普及,universal,pǔjí
2074,54.08,房地产,real estate,fáng-dìchǎn
2075,54.05,鉴定,Identification,jiàndìng
2076,54.01,转移,Transfer,zhuǎnyí
2077,53.99,议长,speaker,yìzhǎng
2078,53.99,企业家,entrepreneur,qǐyèjiā
2079,53.92,那里,There,nàlǐ
2080,53.87,社区,Community,shèqū
2081,53.87,依据,in accordance with,yījù
2082,53.87,预防,prevention,yùfáng
2083,53.86,听取,listen to,tīngqǔ
2084,53.84,论坛,forum,lùntán
2085,53.84,在于,Be,zàiyú
2086,53.79,伦敦,London,Lúndūn
2087,53.78,远,Far,yuǎn
2088,53.69,活,live,huó
2089,53.68,平衡,balance,pínghéng
2090,53.58,场所,place,chǎngsuǒ
2091,53.55,瑞士,Switzerland,Ruìshì
2092,53.49,留下,Leave,liú
2093,53.47,那么,So,nàme
2094,53.4,月份,month,yuèfèn
2095,53.28,司法,judicial,sīfǎ
2096,53.27,养,keep,yǎng
2097,53.24,供,for,gōng
2098,53.24,国防部长,Defense minister,Guófánɡbù
2099,53.24,成都,Chengdu,Chénɡdū
2100,53.22,边界,boundary,biānjiè
2101,53.1,回国,Return home,huíɡuó
2102,53.08,住宅,Residential,zhùzhái
2103,53.08,毕业,Graduate,bìyè
2104,53.01,音乐,music,yīnyuè
2105,53.01,午,noon,wǔ
2106,53.0,油,Oil,yóu
2107,53.0,三十,thirty,sān
2108,52.98,增进,enhance,zēngjìn
2109,52.94,暴力,Violence,bàolì
2110,52.91,中华,China,zhōnghuá
2111,52.91,装备,equipment,zhuāngbèi
2112,52.76,关,close,guān
2113,52.73,韩国队,Korean team,Hánɡuó
2114,52.67,愿望,desire,yuànwàng
2115,52.67,写,Write,xiě
2116,52.67,新中国,new China,xīnzhōngguó
2117,52.58,东盟,ASEAN,Dōnɡménɡ
2118,52.57,节日,festival,jiérì
2119,52.57,希,hope,xī
2120,52.55,奥地利,Austria,Àodìlì
2121,52.55,湖北,Hubei,Húběi
2122,52.54,制订,Formulate,zhìdìng
2123,52.48,些,some,xiē
2124,52.44,跌,fall,diē
2125,52.43,战斗,fighting,zhàndòu
2126,52.4,分歧,Difference,fēnqí
2127,52.39,支柱,pillar,zhīzhù
2128,52.38,出色,outstanding,chūsè
2129,52.38,武汉,Wuhan,Wǔhàn
2130,52.35,货物,goods,huòwù
2131,52.31,篇,Articles,piān
2132,52.23,优良,excellent,yōuliáng
2133,52.23,大幅,Large,dàfú
2134,52.22,马克,mark,mǎkè
2135,52.2,山西,Shanxi,Shānxī
2136,52.19,停火,Cease,tínghuǒ
2137,52.18,港元,Hong Kong dollar,ɡǎnɡyuán
2138,52.18,舆论,public opinion,yúlùn
2139,52.17,界,boundary,jiè
2140,52.16,天气,weather,tiānqì
2141,52.1,支援,support,zhīyuán
2142,52.08,致富,Get rich,zhìfù
2143,52.08,证券,Securities,zhèngquàn
2144,52.04,上涨,rise,shàngzhǎng
2145,52.04,明,bright,míng
2146,52.04,投票,vote,tóupiào
2147,52.0,捐款,Donation,juānkuǎn
2148,51.97,危害,harm,wēihài
2149,51.89,展出,display,zhǎnchū
2150,51.86,出售,sell,chūshòu
2151,51.76,优先,priority,yōuxiān
2152,51.73,系,Tie,jì
2153,51.73,艘,Ship,sōu
2154,51.68,发达,developed,fādá
2155,51.6,愿,willing,yuàn
2156,51.6,合格,qualified,hégé
2157,51.57,临时,temporary,línshí
2158,51.57,日下,Day,rìxià
2159,51.5,换,Change,huàn
2160,51.49,示范,demonstration,shìfàn
2161,51.44,南方,south,nánfāng
2162,51.39,林业,forestry,línyè
2163,51.36,协助,assist,xiézhù
2164,51.32,接近,near,jiējìn
2165,51.3,智利,Chile,Zhìlì
2166,51.24,实验,experiment,shíyàn
2167,51.22,陆续,Successively,lùxù
2168,51.22,创建,create,chuàngjiàn
2169,51.16,创汇,Collect,chuànghuì
2170,51.13,晚报,Evening newspaper,wǎnbào
2171,51.13,含量,content,hánliàng
2172,51.08,口岸,Port,kǒu'àn
2173,51.06,下去,Go down,xiàqù
2174,50.99,蒙古,Mongolia,Měnɡɡǔ
2175,50.94,━,━,Měnɡɡǔ
2176,50.94,离,Leave,lí
2177,50.93,协作,cooperation,xiézuò
2178,50.9,增长率,growth rate,zēngzhǎnglǜ
2179,50.89,批评,criticize,pīpíng
2180,50.87,特大,Extraordinary,tèdà
2181,50.85,3万,30000,tèdà
2182,50.82,移动,move,yídòng
2183,50.81,欧元,EUR,ōuyuán
2184,50.81,西北,northwest,xīběi
2185,50.75,韩,Korean,hán
2186,50.73,批发,wholesale,pīfā
2187,50.72,高于,Higher than,gāoyú
2188,50.69,指,refer to,zhǐ
2189,50.68,浙江省,Zhejiang Province,Zhèjiānɡ
2190,50.67,环节,Link,huánjié
2191,50.66,厂长,Factory manager,chǎnɡzhǎnɡ
2192,50.59,更是,even more,gēng
2193,50.58,开辟,open up,kāipì
2194,50.57,海关,customs,hǎiguān
2195,50.56,江西,Jiangxi,Jiānɡxī
2196,50.51,八一,Eight one,bā
2197,50.48,多数,most,duōshù
2198,50.46,重建,reconstruction,chóngjiàn
2199,50.42,多少,How many,duōshǎo
2200,50.41,装置,Device,zhuāngzhì
2201,50.4,制作,Make,zhìzuò
2202,50.39,空间,space,kōngjiān
2203,50.37,调控,Regulate,tiáokòng
2204,50.37,本国,Country,běnɡuó
2205,50.33,理想,ideal,lǐxiǎng
2206,50.32,安装,Install,ānzhuāng
2207,50.28,行政区,Administrative region,xíngzhèngqū
2208,50.26,持,hold,chí
2209,50.23,院长,Dean,yuànzhǎnɡ
2210,50.22,坐,sit,zuò
2211,50.22,赛场,Stadium,sàichǎng
2212,50.19,一度,one time,yīdù
2213,50.16,龙,Dragon,lóng
2214,50.15,班,class,bān
2215,50.14,博士,PhD,bóshì
2216,50.11,夫人,lady,fūrén
2217,50.1,港口,port,gǎngkǒu
2218,50.06,乒乓球,pingpong,pīngpāngqiú
2219,50.0,皮,Skin,pí
2220,49.97,返回,return,fǎnhuí
2221,49.94,任命,appointment,rènmìng
2222,49.93,军人,soldier,jūnrén
2223,49.9,灾害,disaster,zāihài
2224,49.85,全世界,worldwide,quán
2225,49.83,大会堂,Hall,dàhuì
2226,49.83,士兵,Soldier,shìbīng
2227,49.83,有助于,Contribute to,yǒuzhùyú
2228,49.77,开支,expenditure,kāizhī
2229,49.72,旧,old,jiù
2230,49.72,修建,Construct,xiūjiàn
2231,49.68,群,group,qún
2232,49.65,自行车,bike,zìxíngchē
2233,49.64,此前,Previous,cǐqián
2234,49.61,耶,Yeah,yē
2235,49.56,白,White,bái
2236,49.55,共识,consensus,gòngshí
2237,49.52,兑换,exchange,duìhuàn
2238,49.49,手续,formalities,shǒuxù
2239,49.45,课题,Topic,kètí
2240,49.44,大连,Dalian,dà
2241,49.43,龙头,Faucet,lóngtóu
2242,49.39,世界杯赛,World Cup,shìjièbēi
2243,49.39,开发区,Development zone,kāifāqū
2244,49.39,力争,Strive,lìzhēng
2245,49.39,刚果,Congo,Gānɡɡuǒ
2246,49.35,大多数,most,dàduōshù
2247,49.26,海内外,At home and abroad,hǎinèiwài
2248,49.19,障碍,obstacle,zhàng'ài
2249,49.18,经历,experience,jīnglì
2250,49.18,相对,relatively,xiāngduì
2251,49.18,低于,Lower than,dī
2252,49.15,高效,Efficient,gāoxiào
2253,49.15,客人,guest,kèrén
2254,49.14,商,business,shāng
2255,49.14,曾经,once,céngjīng
2256,49.12,木,Wood,mù
2257,49.12,什,Varied,shén
2258,49.1,所在,Location,suǒzài
2259,49.07,展,exhibition,zhǎn
2260,49.04,5万,50000,zhǎn
2261,49.04,水稻,Rice,shuǐdào
2262,49.01,甘肃,Gansu,Gānsù
2263,48.99,单打,singles,dāndǎ
2264,48.97,美国队,US team,Měiɡuó
2265,48.93,不久,soon,bùjiǔ
2266,48.9,病毒,Virus,bìngdú
2267,48.88,100万,1000000,bìngdú
2268,48.87,支出,expenditure,zhīchū
2269,48.84,一个中国,A Chinese,yī
2270,48.83,定,Certainly,dìng
2271,48.83,广,wide,ān
2272,48.82,短,short,duǎn
2273,48.81,动员,mobilization,dòngyuán
2274,48.7,失去,lose,shīqù
2275,48.7,兴办,Homage,xīngbàn
2276,48.69,巴勒斯坦人,Palestinians,Bālèsītǎn
2277,48.67,农,Agriculture,nóng
2278,48.67,流域,Basin,liúyù
2279,48.65,救灾,Disaster relief,jiùzāi
2280,48.63,具备,have,jùbèi
2281,48.63,东西,thing,dōngxī
2282,48.55,抗洪,Flood control,kànghóng
2283,48.54,计算,calculate,jìsuàn
2284,48.53,图书,books,túshū
2285,48.52,医药,medicine,yīyào
2286,48.48,债务,debt,zhàiwù
2288,48.41,中国人,Chinese,zhōngguó
2289,48.38,某,certain,mǒu
2290,48.36,此后,Thereafter,cǐhòu
2291,48.35,植物,plant,zhíwù
2292,48.34,日本队,Japanese team,Rìběn
2293,48.31,桥,bridge,qiáo
2294,48.31,过渡,transition,guòdù
2295,48.3,联盟,alliance,liánméng
2296,48.29,名牌,famous brand,míngpái
2297,48.29,全民,National,quánmín
2298,48.25,定期,regular,dìngqī
2299,48.22,朝,towards,cháo
2300,48.22,前进,go ahead,qiánjìn
2301,48.2,荣誉,honor,róngyù
2302,48.14,铜牌,bronze medal,tóngpái
2303,48.06,提交,submit,tíjiāo
2304,48.05,飞,fly,fēi
2305,48.02,流动,flow,liúdòng
2306,48.01,假,Fake,jiǎ
2307,47.95,科威特,Kuwait,Kēwēitè
2308,47.94,体,body,tī
2309,47.94,不但,Not only,bùdàn
2310,47.88,外交部,Diplomatic department,wàijiāobù
2311,47.86,之际,Aspect,zhījì
2312,47.86,顾问,consultant,gùwèn
2313,47.79,资助,Subsidize,zīzhù
2314,47.77,一级,First-level,yījí
2315,47.77,年产,Annual production,niánchǎn
2316,47.75,评为,Use,píngwéi
2317,47.75,调动,Mobilize,diàodòng
2318,47.73,纺织,Textile,fǎngzhī
2319,47.73,养殖,Farming,yǎngzhí
2320,47.72,劳动力,labor force,láodònglì
2321,47.72,匈牙利,Hungary,Xiōnɡyálì
2322,47.71,煤炭,coal,méitàn
2323,47.71,技术改造,Technical transformation,jìshù
2324,47.7,以往,in the past,yǐwǎng
2325,47.69,竞争力,Competitiveness,jìnɡzhēnɡlì
2326,47.69,华侨,overseas Chinese,huáqiáo
2327,47.67,看法,view,kànfǎ
2328,47.66,列为,Be listed as,liè
2329,47.56,国民,national,guómín
2330,47.5,人工,Artificial,réngōng
2331,47.48,享受,enjoy,xiǎngshòu
2332,47.47,造林,afforestation,zàolín
2333,47.46,地球,Earth,dìqiú
2334,47.39,一道,One,yīdào
2335,47.37,解除,Release,jiěchú
2336,47.36,拉开,Pull away,lākāi
2337,47.35,整治,Rectify,zhěngzhì
2338,47.34,地面,ground,dìmiàn
2339,47.31,发扬,carry forward,fāyáng
2340,47.29,奖金,bonus,jiǎngjīn
2341,47.27,黄,Yellow,huáng
2342,47.22,希腊,Greece,Xīlà
2343,47.22,春,spring,chūn
2344,47.2,英雄,hero,yīngxióng
2345,47.19,九五,Nine five,jiǔ
2346,47.18,杰,Jail,jié
2347,47.15,凌晨,In the early morning,língchén
2348,47.12,国家队,national team,guójiāduì
2349,47.07,听,hear,tīng
2350,47.06,复杂,complex,fùzá
2351,47.04,寻求,seek,xúnqiú
2352,47.02,河南省,Henan Province,Hénán
2353,46.98,哥伦比亚,Colombia,Gēlúnbǐyà
2354,46.97,因而,thus,yīn'ér
2355,46.95,紧密,close,jǐnmì
2356,46.94,院,hospital,yuàn
2357,46.93,尽,Exhaust,jǐn
2358,46.92,记录,record,jìlù
2359,46.92,广阔,broad,guǎngkuò
2360,46.91,颗,Tie,kē
2361,46.87,制止,stop,zhìzhǐ
2362,46.87,呈,Present,chéng
2363,46.86,时刻,time,shíkè
2364,46.84,医学,medicine,yīxué
2365,46.79,刘,Liu,liú
2366,46.75,对象,Object,duìxiàng
2367,46.74,治,rule,zhì
2368,46.74,国际奥委会,International Olympic Committee,guójì
2369,46.72,宽,width,kuān
2370,46.68,满,Full,mǎn
2371,46.66,事情,matter,shìqing
2372,46.61,款,payment,kuǎn
2373,46.56,考试,take an exam,kǎoshì
2374,46.56,杭州,Hangzhou,Hánɡzhōu
2375,46.49,江苏省,Jiangsu Province,Jiānɡsū
2376,46.44,沃,fertile,wò
2377,46.43,东北,northeast,dōngběi
2378,46.42,风,wind,fēng
2379,46.37,乡村,rural,xiāngcūn
2380,46.33,人民日报,People's Daily,Rénmín
2381,46.25,表达,Express,biǎodá
2382,46.22,气象,meteorological,qìxiàng
2383,46.19,谴责,condemn,qiǎnzé
2384,46.19,呢,Woolen cloth,ne
2385,46.16,预选赛,Pre-selection,yùxuǎnsài
2386,46.16,药物,drug,yàowù
2387,46.13,安,install,ān
2388,46.11,计划生育,family planning,jìhuà
2389,46.11,台北,Taipei,Táiběi
2390,46.0,发起,Initiate,fāqǐ
2391,46.0,防守,Defense,fángshǒu
2392,45.95,黑,black,hēi
2393,45.91,根,root,gēn
2394,45.88,评估,evaluate,pínggū
2395,45.8,增多,increase,zēngduō
2396,45.75,澳,Australia,ào
2397,45.74,振兴,Revitalize,zhènxīng
2398,45.69,航空,aviation,hángkōng
2399,45.68,后来,later,hòulái
2400,45.68,开办,Start,kāibàn
2401,45.67,艰苦,hard,jiānkǔ
2402,45.62,居住,live,jūzhù
2403,45.6,经理,manager,jīnglǐ
2404,45.54,天然气,natural gas,tiānránqì
2405,45.51,第七,seventh,dì
2406,45.51,乘,take,chéng
2407,45.5,呈现,Present,chéngxiàn
2408,45.48,缓解,ease,huǎnjiě
2409,45.46,情,Affection,qíng
2410,45.41,建交,Diplomatic diploma,jiànjiāo
2411,45.36,闭幕,Conclude,bìmù
2412,45.34,探讨,Discussion,tàntǎo
2413,45.33,转换,Conversion,zhuǎnhuàn
2414,45.32,华盛顿,Washington,huá
2415,45.3,某些,some,mǒuxiē
2416,45.27,突然,Sudden,tūrán
2417,45.2,塞族,Serb,sāi
2418,45.19,佩,wear,pèi
2419,45.18,人物,figure,rénwù
2420,45.18,例,example,lì
2421,45.17,巴西队,Brazilian team,Bāxī
2422,45.15,化肥,fertilizer,huàféi
2423,45.11,幅度,Amplitude,fúdù
2424,45.09,设置,set up,shèzhì
2425,45.01,签字,signature,qiānzì
2426,44.99,检验,test,jiǎnyàn
2427,44.89,解释,explain,jiěshì
2428,44.88,恩,kindness,ēn
2429,44.86,毛泽东,Mao Zedong,Máo
2430,44.84,摆脱,get rid of,bǎituō
2431,44.8,藏,Tibetan,cáng
2432,44.79,财务,finance,cáiwù
2433,44.75,裁判,referee,cáipàn
2434,44.72,鱼,fish,yú
2435,44.71,宗旨,purpose,zōngzhǐ
2436,44.69,李岚清,Li Lanqing,lǐ
2437,44.66,分布,distributed,fēnbù
2438,44.62,于是,then,yúshì
2439,44.62,分裂,Split,fēnliè
2440,44.61,致力,Dedication,zhìlì
2441,44.6,捐赠,Donation,juānzèng
2442,44.56,存款,deposit,cúnkuǎn
2443,44.56,世贸,WTO,shì
2444,44.51,税,taxi,shuì
2445,44.5,不久前,Not long ago,bùjiǔ
2446,44.5,联合国安理会,United Nations Security Council,liánhéguó
2447,44.47,寻找,Look for,xúnzhǎo
2448,44.46,村里,Village,cūn
2449,44.46,原料,raw material,yuánliào
2450,44.45,野生,wild,yěshēng
2451,44.45,罚款,fine,fákuǎn
2452,44.41,抢险,Rescue,qiǎngxiǎn
2453,44.4,放弃,give up,fàngqì
2454,44.38,候选人,candidate,hòuxuǎnrén
2455,44.38,中央军委,Central Military Commission,zhōngyāng
2456,44.36,为首,headed by,wéishǒu
2457,44.34,直辖市,Municipality,zhíxiáshì
2458,44.33,省级,provincial,shěngjí
2459,44.32,担心,Worry,dānxīn
2460,44.28,人体,human body,réntǐ
2461,44.27,更为,More,gèngwéi
2462,44.26,一国两制,A country two systems,yīguó-liǎngzhì
2463,44.25,通报,Notification,tōngbào
2464,44.25,盖,cover,gài
2465,44.21,贵州,Guizhou,Guìzhōu
2466,44.2,信任,trust,xìnrèn
2467,44.19,使得,Make,shǐde
2468,44.17,钢,steel,gāng
2469,44.17,税务,Taxation,shuìwù
2470,44.16,社,society,shè
2471,44.12,农田,farmland,nóngtián
2472,44.11,运动会,Sports meeting,yùndònghuì
2473,44.1,物,Matter,wù
2474,44.08,叫,Call,jiào
2475,43.95,药,medicine,yào
2476,43.92,不够,not enough,bùgòu
2477,43.88,损害,damage,sǔnhài
2478,43.81,冲击,Impact,chōngjī
2479,43.79,圆满,Successfully,yuánmǎn
2480,43.77,迄今,so far,qìjīn
2481,43.76,自治,autonomy,zìzhì
2482,43.74,颁布,Promulgate,bānbù
2483,43.71,篮球,basketball,lánqiú
2484,43.66,追求,Pursue,zhuīqiú
2485,43.64,自动,automatic,zìdòng
2486,43.62,泰,Thai,tài
2487,43.57,丹麦,Denmark,Dānmài
2488,43.55,李瑞环,Li Ruihuan,lǐ
2489,43.54,增幅,Increase,zēngfú
2490,43.52,一流,First-class,yīliú
2491,43.47,专题,Topic,zhuāntí
2492,43.45,封,seal up,fēng
2493,43.43,工会,union,gōnghuì
2494,43.42,四十,forty,sì
2495,43.4,难题,problem,nántí
2496,43.4,转,change,zhuǎi
2497,43.39,修,build,xiū
2498,43.36,且,and,jū
2499,43.35,规则,rule,guīzé
2500,43.32,沪,Shanghai,hù
2501,43.3,独联体,Cooperative,Dúliántǐ
2502,43.3,优,excellent,yōu
2503,43.29,往来,contacts,wǎnglái
2504,43.29,遵守,obey,zūnshǒu
2505,43.29,罗马尼亚,Romania,Luómǎníyà
2506,43.25,抓紧,pay close attention,zhuājǐn
2507,43.23,井,well,jǐng
2508,43.21,客户,customer,kèhù
2509,43.2,东南亚,Southeast Asia,dōngnányà
2510,43.2,福建省,Fujian Province,Fújiàn
2511,43.2,演员,actor,yǎnyuán
2512,43.18,水土,Soil,shuǐtǔ
2513,43.11,支付,Pay,zhīfù
2514,43.08,凡,All,fán
2515,43.03,委托,Delegate,wěituō
2516,43.02,七十,seventy,qī
2517,43.01,兴,prosper,xīng
2518,43.0,细胞,cell,xìbāo
2519,42.95,男女,men and women,nánnǚ
2520,42.9,查获,Seize,cháhuò
2521,42.9,动作,action,dòngzuò
2522,42.89,昆明,Kunming,Kūnmínɡ
2523,42.87,核,nuclear,hé
2524,42.85,娱乐,entertainment,yúlè
2525,42.83,网上,Online,wǎng
2526,42.81,陈,stale,chén
2527,42.8,中共中央,Central Committee,Zhōnɡ-Gònɡ
2528,42.8,严厉,severe,yánlì
2529,42.77,煤,coal,méi
2530,42.72,新闻界,press,xīnwénjiè
2531,42.71,辽宁省,Liaoning Province,Liáonínɡ
2532,42.68,百万,million,bǎiwàn
2533,42.67,电信,telecommunications,diànxìn
2534,42.66,办事,work,bànshì
2535,42.65,云南省,Yunnan Province,Yúnnán
2536,42.62,生产力,productive forces,shēngchǎnlì
2537,42.59,动力,power,dònglì
2538,42.58,街道,Street,jiēdào
2539,42.58,宣言,declaration,xuānyán
2540,42.56,宗教,religion,zōngjiào
2541,42.55,综述,Review,zōngshù
2542,42.54,通道,aisle,tōngdào
2543,42.53,官方,official,guānfāng
2544,42.51,流失,Lose,liúshī
2545,42.48,杂志,Magazine,zázhì
2546,42.45,所谓,So-called,suǒwèi
2547,42.45,攻关,Guard,gōngguān
2548,42.43,职责,Responsibility,zhízé
2549,42.42,促使,Urge,cùshǐ
2550,42.42,生存,Survive,shēngcún
2551,42.4,蒙,Mongolian,mēng
2552,42.39,索,Rope,suǒ
2553,42.33,学科,Subject,xuékē
2554,42.3,单,one,chán
2555,42.29,发布会,Conference,fābùhuì
2556,42.27,恶化,deterioration,èhuà
2557,42.27,大国,Big country,dàɡuó
2558,42.25,角逐,Compete,juézhú
2559,42.24,留,Keep,liú
2560,42.23,攻,attack,gōng
2561,42.21,占领,occupied,zhànlǐng
2562,42.21,大桥,Bridge,dà
2563,42.19,互相,each other,hùxiāng
2564,42.15,包,Bag,bāo
2565,42.15,儿子,son,érzi
2566,42.12,纳入,Incorporate,nàrù
2567,42.07,拿出,Take out,ná
2568,42.07,制品,Product,zhìpǐn
2569,42.05,年底,End of the year,niándǐ
2570,42.02,中国人民银行,People's Bank of China,Zhōnɡɡuó
2571,42.01,早日,early,zǎorì
2572,42.0,兼并,merger,jiānbìng
2573,41.98,兰,Orchid,lán
2574,41.94,全力,Fully,quánlì
2575,41.93,精心,Carefully,jīngxīn
2576,41.93,那样,Then,nàyàng
2577,41.9,审计,audit,shěnjì
2578,41.9,必将,Must,bìjiāng
2579,41.89,大事,event,dàshì
2580,41.88,选拔,Selection,xuǎnbá
2581,41.88,清,clear,qīng
2582,41.88,动,move,dòng
2583,41.88,手中,In hand,shǒu
2584,41.85,一边,One side,yībiān
2585,41.82,汇率,exchange rate,huìlǜ
2586,41.81,戈,Pigeon,gē
2587,41.81,负于,Be,fù
2588,41.73,积分,integral,jīfēn
2589,41.71,第八,eighth,dì
2590,41.7,价,price,jià
2591,41.69,独特,unique,dútè
2592,41.63,毕业生,graduate,bìyèshēng
2593,41.63,就要,Be,jiùyào
2594,41.59,思路,Think,sīlù
2595,41.56,联,Jointly,lián
2596,41.55,得以,Be,déyǐ
2597,41.54,输,lose,shū
2598,41.48,藏族,Tibetan,zàngzú
2599,41.47,去年底,last year end,qùnián
2600,41.46,作战,Fight,zuòzhàn
2601,41.45,外交部长,Diplomatic minister,wàijiāo
2602,41.41,容易,easy,róngyì
2603,41.36,信,letter,xìn
2604,41.36,显得,Look,xiǎnde
2605,41.34,接,catch,jiē
2606,41.29,指责,Accusation,zhǐzé
2607,41.28,政权,regime,zhèngquán
2608,41.28,四川省,Sichuan Province,Sìchuān
2609,41.22,严峻,severe,yánjùn
2610,41.21,国王,king,guówáng
2611,41.18,比利时,Belgium,Bǐlìshí
2612,41.18,自觉,conscious,zìjué
2613,41.17,赞赏,Appreciate,zànshǎng
2614,41.17,相当于,Equivalent,xiāngdāngyú
2615,41.1,海峡,Strait,hǎixiá
2616,41.09,棋手,Chess,qíshǒu
2617,41.05,青岛,Qingdao,Qīnɡdǎo
2618,41.04,垃圾,Rubbish,lājī
2619,41.02,海上,maritime,hǎishànɡ
2620,41.01,高速,high speed,gāosù
2621,41.01,公约,Convention,gōngyuē
2622,40.92,名单,List,míngdān
2623,40.91,董事长,Chairman,dǒngshìzhǎng
2624,40.91,回升,Rebound,huíshēng
2625,40.89,不可,Cannot,bùkě
2626,40.84,沿,along,yán
2627,40.84,国务委员,State Councilor,ɡuówù
2628,40.84,生产能力,Production capacity,shēngchǎn
2629,40.83,国会,Congress,guóhuì
2630,40.83,场上,Field,cháng
2631,40.81,保加利亚,Bulgaria,Bǎojiālìyà
2632,40.8,颁发,Issue,bānfā
2633,40.79,领导班子,Leadership team,lǐnɡdǎo
2634,40.76,纪律,discipline,jìlǜ
2635,40.76,舞台,stage,wǔtái
2636,40.74,克罗地亚,Croatia,Kèluódìyà
2637,40.74,空中,Air,kōngzhōng
2638,40.72,抢救,rescue,qiǎngjiù
2639,40.7,值得,worth,zhídé
2640,40.69,证书,Certificate,zhèngshū
2641,40.66,防,Defend,fáng
2642,40.65,易,easy,yì
2643,40.64,森,Sen,sēn
2644,40.62,这么,so,zhème
2645,40.57,房屋,houses,fángwū
2646,40.55,本社,Summary,běn
2647,40.52,检测,Detection,jiǎncè
2648,40.51,当今,Today,dāngjīn
2649,40.49,热点,Hotspot,rèdiǎn
2650,40.48,自我,self,zìwǒ
2651,40.47,民警,Policeman,mínjǐng
2652,40.47,兹,兹,cí
2653,40.44,评论,Comment,pínglùn
2654,40.44,黑龙江省,Heilongjiang Province,Hēilónɡjiānɡ
2655,40.42,地质,Geological,dìzhì
2656,40.41,冬季,winter,dōngjì
2657,40.4,能否,Can you,néngfǒu
2658,40.37,亚太,Asia Pacific,Yà-Tài
2659,40.35,竣工,Completion,jùngōng
2660,40.32,顾客,customer,gùkè
2661,40.32,草原,grassland,cǎoyuán
2662,40.29,商场,shopping mall,shāngchǎng
2663,40.28,投,cast,tóu
2664,40.26,届时,At the time,jièshí
2665,40.21,晚会,Evening party,wǎnhuì
2666,40.2,航线,route,hángxiàn
2667,40.15,师,division,shī
2668,40.05,陪同,Accompany,péitóng
